PID,Treatment,Location,exp_friend,exp_work,exp_or,exp_and,Q1_1_s1,Q1_2_s1,Q1_3_s1,Q1_4_s1,Q1_5_s1,Q1_6_s1,Q1_7_s1,Q1_8_s1,Q1_9_s1,Q1_10_s1,Q1_11_s1,Q1_12_s1,Q1_13_s1,Q1_14_s1,Q1_15_s1,Q1_16_s1,Q1_17_s1,Q1_18_s1,Q2_1_s1,Q2_2_s1,Q2_3_s1,Q2_4_s1,Q2_5_s1,Q2_6_s1,Q2_7_s1,Q2_8_s1,Q2_9_s1,Q2_10_s1,Q2_11_s1,Q2_12_s1,Q2_13_s1,Q2_14_s1,Q2_15_s1,Q2_16_s1,Q2_17_s1,Q2_18_s1,Q2_19_s1,Q2_20_s1,Q2_21_s1,Q3_1_s1,Q3_2_s1,Q3_3_s1,Q3_4_s1,Q3_5_s1,Q3_6_s1,Q3_7_s1,Q3_8_s1,Q3_9_s1,Q3_10_s1,Q3_11_s1,Q3_12_s1,Q3_13_s1,Q3_14_s1,Q3_15_s1,Q3_16_s1,Q3_17_s1,Q3_18_s1,Q3_19_s1,Q3_20_s1,Q3_21_s1,Q3_22_s1,Q3_23_s1,Q4_1_s1,Q4_2_s1,Q4_3_s1,Q4_4_s1,Q4_5_s1,Q4_6_s1,Q4_7_s1,Q4_8_s1,Q4_9_s1,Q4_10_s1,Q4_11_s1,Q4_12_s1,Q4_13_s1,Q4_14_s1,Q4_15_s1,Q4_16_s1,Q4_17_s1,Q4_18_s1,Q4_19_s1,Q4_20_s1,Q4_21_s1,Q4_22_s1,Q4_23_s1,Q4_24_s1,Q4_25_s1,Q4_26_s1,Q4_27_s1,Q4_28_s1,Q4_29_s1,Q4_30_s1,Q1_1_s2,Q1_2_s2,Q1_3_s2,Q1_4_s2,Q1_5_s2,Q1_6_s2,Q1_7_s2,Q1_8_s2,Q1_9_s2,Q1_10_s2,Q1_11_s2,Q1_12_s2,Q1_13_s2,Q1_14_s2,Q1_15_s2,Q1_16_s2,Q1_17_s2,Q1_18_s2,Q2_1_s2,Q2_2_s2,Q2_3_s2,Q2_4_s2,Q2_5_s2,Q2_6_s2,Q2_7_s2,Q2_8_s2,Q2_9_s2,Q2_10_s2,Q2_11_s2,Q2_12_s2,Q2_13_s2,Q2_14_s2,Q2_15_s2,Q2_16_s2,Q2_17_s2,Q2_18_s2,Q2_19_s2,Q2_20_s2,Q2_21_s2,Q3_1_s2,Q3_2_s2,Q3_3_s2,Q3_4_s2,Q3_5_s2,Q3_6_s2,Q3_7_s2,Q3_8_s2,Q3_9_s2,Q3_10_s2,Q3_11_s2,Q3_12_s2,Q3_13_s2,Q3_14_s2,Q3_15_s2,Q3_16_s2,Q3_17_s2,Q3_18_s2,Q3_19_s2,Q3_20_s2,Q3_21_s2,Q3_22_s2,Q3_23_s2,Q4_1_s2,Q4_2_s2,Q4_3_s2,Q4_4_s2,Q4_5_s2,Q4_6_s2,Q4_7_s2,Q4_8_s2,Q4_9_s2,Q4_10_s2,Q4_11_s2,Q4_12_s2,Q4_13_s2,Q4_14_s2,Q4_15_s2,Q4_16_s2,Q4_17_s2,Q4_18_s2,Q4_19_s2,Q4_20_s2,Q4_21_s2,Q4_22_s2,Q4_23_s2,Q4_24_s2,Q4_25_s2,Q4_26_s2,Q4_27_s2,Q4_28_s2,Q4_29_s2,Q4_30_s2
10,Control,L1,Yes,No,Yes,No,Strongly Agree,Agree,Agree,Agree,Agree,Slightly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Agree,Disagree,Slightly Disagree,Disagree,Agree,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree
11,News Articles,L1,No,No,No,No,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Agree,Disagree,Slightly Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree
12,Control,L1,No,No,No,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree
13,News Articles,L1,No,No,No,No,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Agree,Slightly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Slightly Agree,Agree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree
14,News Articles,L1,Yes,Yes,Yes,Yes,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Strongly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Disagree,Agree,Slightly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Agree
15,Audio Diaries,L1,Yes,No,Yes,No,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Agree,Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Strongly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Slightly Disagree,Agree,Agree,Slightly Agree,Agree,Disagree,Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree
16,Audio Diaries,L1,Yes,No,Yes,No,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Agree,Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree
17,Text Diaries,L1,No,No,No,No,Agree,Strongly Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,Agree,Disagree,Disagree,Slightly Disagree,Strongly Agree,Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree
18,Text Diaries,L1,Yes,Yes,Yes,Yes,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Disagree,Slightly Agree,Agree,Slightly Disagree,Disagree,Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Slightly Disagree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Disagree,Agree,Slightly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree
